rab.all	rab.win.healthy	rab.win.nash	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH
Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_acid_degradation_regulons	8.8769248232451	8.87459722536254	8.88287845708166	-0.0668872520304866	1.16356419782814	-0.0428369550664988	0.471138851426896	0.345768537988896	0.806152311013623	0.802501508746671	0.942023204511113
Lycopene cyclase|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-8.12957943654019	-7.8943490116784	-8.370260232628	-0.302647787520169	4.25182746120043	-0.0664526304823831	0.460937507996083	0.504179802410907	0.844840788068257	0.547912939904523	0.922257035354159
Lysophospholipase (EC 3.1.1.5)|||Fatty Acids, Lipids, and Isoprenoids|||Triacylglycerols|||Triacylglycerol_metabolism	4.24346813657268	4.22334382500218	4.74533222242143	0.130855099385641	1.99683545602553	0.0594392599489878	0.472698913509976	0.919599797315661	0.967673135689936	0.843047384117431	0.960931712230717
Lysophospholipase L2 (EC 3.1.1.5)|||Fatty Acids, Lipids, and Isoprenoids|||Triacylglycerols|||Triacylglycerol_metabolism	6.56847535064986	6.69678906192825	6.29421159004109	-0.13795478297326	1.36601210188593	-0.0984394427821296	0.460218416856095	0.845245414518205	0.942231660708366	0.789141743028643	0.936829257375239
Lysophospholipid acyltransferase|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	1.95481821729507	2.73800100107128	1.00154900612259	-1.26459131145429	2.73065681308032	-0.425550079869312	0.307332339181718	0.218668380183685	0.785031116191853	0.173884829856676	0.890943038880797
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	7.97141707519924	8.00173305922215	7.94521566585422	-0.151249014300423	0.996562695594027	-0.127061432257765	0.445312511260904	0.52969420396184	0.826600588708435	0.702699523290177	0.924722278407992
Methoxyneurosporene dehydrogenase (EC 1.14.99.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-2.46316579954716	-2.42361444965669	-3.27614194754976	-0.452989767467947	4.8172171679995	-0.0879998548786429	0.464898603098226	0.29244922340859	0.794245172377578	0.76022133584295	0.9431110705919
Mevalonate kinase (EC 2.7.1.36)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Isoprenoid_Biosynthesis	1.91904407920654	1.77786610466053	2.04434572912948	0.587671361494343	1.95073107446668	0.262177543045128	0.400936058354178	0.28554726779726	0.790454360519451	0.473102531176254	0.919454968434022
Monoglyceride lipase (EC 3.1.1.23)|||Fatty Acids, Lipids, and Isoprenoids|||Triacylglycerols|||Triacylglycerol_metabolism	7.57845872002063	7.50300948891492	7.78379017851906	0.0928521153774513	1.31199232742241	0.066400041239747	0.475000005099006	0.895323764077546	0.962041077514417	0.839339283974539	0.965186902494187
Octaprenyl-diphosphate synthase (EC 2.5.1.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Polyprenyl_Diphosphate_Biosynthesis	7.82658252694876	7.81499319554647	7.83711111520213	-0.123142749048167	1.02801446199672	-0.0986263985537858	0.454687509295184	0.437159666937361	0.817649523560064	0.740421911196389	0.929576153770025
omega-3 polyunsaturated fatty acid synthase subunit, PfaC|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Polyunsaturated_Fatty_Acids_synthesis	-7.96883925814873	-7.77672172679452	-8.17346773455414	-0.312303917192478	4.28678578283467	-0.0609432314611029	0.460218416856095	0.53302524012859	0.85233948102949	0.575017438540562	0.918625122501557
Phosphate:acyl-ACP acyltransferase PlsX|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	7.40384589062401	7.49306037158451	7.32369729058827	-0.212347094907433	1.19385182701374	-0.146525877907731	0.442187511921351	0.507172605420173	0.824311177317344	0.640099644937106	0.921170739637307
Phosphatidylglycerophosphatase A (EC 3.1.3.27)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	2.98569829804624	2.97039291399339	2.98569829804624	-0.333951436125806	2.77191292070377	-0.11614771989015	0.433697361581848	0.454644870460263	0.818971304297474	0.610017655042326	0.920629104596349
Phosphatidylserine decarboxylase (EC 4.1.1.65)|||Fatty Acids, Lipids, and Isoprenoids|||Phospholipids|||Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria	6.72956291704242	6.79921964657168	6.4584313092827	-0.255607427890793	1.26969140481711	-0.167694417303031	0.439937609863873	0.635926592621947	0.860518988995322	0.659472239737816	0.922376901426554
Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4)|||Fatty Acids, Lipids, and Isoprenoids|||Triacylglycerols|||Triacylglycerol_metabolism	0.0197813609915336	0.163965759902962	-0.0511966658503979	-0.607049026117579	2.70488912669657	-0.211660873648131	0.391575686101791	0.533839279644033	0.841471140483021	0.542954457500704	0.919549315012736
Phytoene dehydrogenase (EC 1.14.99.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	5.26095215439623	5.28842634656347	5.2210349323236	0.123550346237986	1.8040911025343	0.0713041739820507	0.473437505419445	0.826068777645476	0.949057910716566	0.832336466745329	0.961173906333056
Phytoene dehydrogenase and related proteins|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-7.56178618689488	-6.22799132014075	-8.7026463220586	-2.96139796052145	5.26435681703588	-0.511992191346257	0.279687555621576	0.162131713713693	0.749760582316535	0.178428998922904	0.844880084527215
Phytoene desaturase (EC 1.14.99.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	0.315382497597165	0.639774245947394	-0.121975605592485	-0.265033598012776	2.38340564581838	-0.109507999090395	0.463338541017067	0.917842146213618	0.967593791723623	0.77281970883219	0.938421105907413
Phytoene desaturase, neurosporene or lycopene producing (EC 1.3.-.-)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-2.56968990921559	-1.97758074485165	-3.10860972098586	-0.35034159230413	4.15010983319096	-0.0885597529509505	0.471138851426896	0.617324189723862	0.867144834439612	0.816171058044123	0.949428194523471
Phytoene synthase (EC 2.5.1.32)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-5.55765248951428	-5.87510272768334	-5.01139661445116	0.93489033999518	5.14506622123362	0.177930750037841	0.386895499995569	0.469962740293002	0.835695649478967	0.506820566720431	0.922849731952121
polyhydroxyalkanoate granule-associated protein PhaI|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Polyhydroxybutyrate_metabolism	1.33220556922391	0.538555126371278	2.05094735950074	1.76159574550552	3.07408312342763	0.532003452327778	0.252730175590705	0.0438646646733118	0.755053917230518	0.0696822768949317	0.870376061860609
Polyhydroxyalkanoic acid synthase|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Polyhydroxybutyrate_metabolism	-7.11644874072857	-7.61408586536091	-6.04399792745291	2.12432524425226	6.24175402027757	0.348176163994101	0.366614693712024	0.308511670056049	0.793926173154831	0.361701632829245	0.896353155837277
Predicted transcriptional regulator for fatty acid degradation FadP, TetR family|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_acid_degradation_regulons	-1.20411116430565	-1.68035543121858	-0.882152915108592	1.4128204698456	3.01275049836519	0.383584579601167	0.284375053891512	0.0683466636455427	0.761276604239283	0.113369119270822	0.875432090420319
Predicted transcriptional regulator for fatty acid degradation FadQ, TetR family|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_acid_degradation_regulons	3.69053715200741	3.90765370906835	3.36626797340857	-0.725140773921461	3.18354211016366	-0.229513158922174	0.406250019768453	0.478059311983438	0.823273778879861	0.511814991799996	0.918389095866452
Short chain fatty acids transporter|||Fatty Acids, Lipids, and Isoprenoids|||NA|||Polyhydroxybutyrate_metabolism	1.22454858806048	1.01817944698178	1.50612422263899	0.456562785346635	2.54906279070308	0.162777669960078	0.42500001561	0.886005600621973	0.958128078808576	0.579949450220832	0.922894665925661
Squalene--hopene cyclase (EC 5.4.99.17)|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	3.79426064553022	3.82795229391578	3.61013272951828	-0.783325151459234	2.06041864222438	-0.337385252211643	0.34531253480224	0.142844264616585	0.779006485591641	0.3303626641354	0.907011305598925
TesB-like acyl-CoA thioesterase 1|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Acyl-CoA_thioesterase_II	-8.30664111105965	-8.12804062005329	-8.52559866042101	-0.174259064383101	3.96533426268734	-0.0376120250805546	0.484375003182019	0.494429604628964	0.846087156873082	0.525655797375999	0.920957168612184
Trans-2,cis-3-Decenoyl-ACP isomerase|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	1.30249567513175	1.48057511210442	1.11379425063783	-0.165795062924627	1.8235050543354	-0.090349311831272	0.452418106462437	0.884434708470136	0.956341122092351	0.83600067453831	0.948680570100767
Transcriptional activatory protein CaiF|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Carnitine_Metabolism_in_Microorganisms	-5.59455717192897	-6.29117571106466	-4.92873686400135	1.91157786120864	6.4379919662703	0.270031583201706	0.383775375932683	0.331711206548776	0.806296018204421	0.397660884490896	0.912135696377679
Transcriptional regulator for fatty acid degradation FadR, GntR family|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_acid_degradation_regulons	-3.37388057680086	-5.08215199930662	-2.05385277008715	3.01091354895678	5.08482999440276	0.546121905209575	0.245312569971116	0.102079949840745	0.762647130194738	0.0667943463270476	0.863524812590804
Transcriptional regulator of fatty acid biosynthesis FabT|||Fatty Acids, Lipids, and Isoprenoids|||Fatty acids|||Fatty_Acid_Biosynthesis_FASII	7.9964319856018	8.04607185313204	7.92353117860553	-0.0366501255427374	1.17624393931416	-0.0253621321133234	0.489062502226303	0.874388170968076	0.950467735113667	0.886961891630042	0.960727551391155
Zeaxanthin glucosyl transferase|||Fatty Acids, Lipids, and Isoprenoids|||Isoprenoids|||Carotenoids	-0.764189085281251	-0.826724605806246	-0.748600927837328	0.787425157632285	2.96316447212311	0.270986240195495	0.406250019768453	0.348126608686298	0.799286888387809	0.521340731153522	0.919839056779164
